1039	attribution	PDT	written	ln95048_102.t	t-ln95048-102-p3s2w3	yes	vzpomínám	vzpomínat_si	yes	opp	Během Barákova působení ve funkci však StB Chalupu kontaktovala znovu a jeho spis byl archivován až v roce 1961, v době, kdy se shodou okolností Barák se svým ministerským křeslem loučil. On sám si totiž vyzkoušel na vlastní kůži rub i líc komunistické politické kariéry - po osmi letech ve funkci byl odsouzen a dalších osm let prožil za mřížemi. Po propuštění se již o návrat do politického života nepokusil.	"Na Chalupův případ si vzpomínám jen mlhavě, nebyl to žádný význačný agent," říká dnes osmdesátiletý Rudolf Barák.	"Případ byl ale pro mne zajímavý tím, že se týkal některých osob, které jsem znal ze svého působení v Brně v letech 1950 až 1953.	ale	2	nebyl	vzpomínám	nebyl	nebyl	vzpomínám	1	0	0	0	0	0	nebyl	0	logická návaznost: Nebyl to žádný význačný agent, ale pro mne ten případ byl zajímavý	vzpomínám	0	Zde bych viděl dvě interpretace (nebyl a vzpomínám). Obě dvě vychází z tematicky kontrastivního základu spojky „ale“, která může odkazovat k více kontextům. Více zde preferuji „vzpomínám“ kvůli gramaticky přítomnému subjektu „já“ v obou větách (v levé první klauzi a v pravé první klauzi). (Komentář 2) Samo o sobě slovo „vzpomínám“ zde nevytváří základ pro kontrast, ten utváří až příslovečné určení okolnosti „jen mlhavě“ (které se vlastně reálně kontrastuje)	nebyl	0	Ačkoliv pro mě nebyl význačným agentem, jeho případ mi připadal něčím zajímavý	nebyl	0	pravá věta neguje a doplňuje informaci druhé klauze, v obou jsou použita synonyma "význačný" a "významný", jedno z nich je v negaci	vzpomínám	0	na samotný případ si vzpomínám mlhavě, ale utkvěla mi tahle jeho personální zajímavost (ale mohlo by patřit i k "nebyl" - on sám význačný nebyl, ale případ mám spojený i s jinými osobami)
30377	filler	PDTSC	spoken	pdtsc_130_3.02.t	ak_041.02-SCzechT-ak_041-41-roota1	N/A	mávalo	mávat	no	conjalt	Kolik tam asi bylo lidí? Provazníková byla v tu dobu náčelnice, potom utekla do Ameriky. Hřebík byl taky sokolský nejvyšší, taky utekl.	Byli na tribuně, a když se šlo okolo tribuny, tak se mávalo: " Ať žije Provazníková. "	Nebo: " Ať žije Hřebík. "	nebo	2	žije	žije	mávalo	žije	žije	1	0	0	0	0	0	žije 	0	Mám trochu problém se vyznat v levé větě - nejsem evidentně úplně silná v syntaxi a nemůžu se nějak dobrat toho, která dvě slovesa spojuje spojka "a". Nakonec ale stejně volím jediné sloveso, u kterého si jsem jistá, že se spojkou "a" nemá nic společného - podle mého názoru spojovací výraz "nebo" staví k sobě dvě zvolání: "Ať žije Provazníková" nebo "Ať žije Hřebík"	žije	0	Parcelace, spojky ať a nebo koordinačně spojeny	mávalo	0	Druhý příklad toho mávání (je tam elidované nějaké další sloveso, např. a křičelo)	žije	0	výčet skandovaných hesel	žije	0	volalo se jedno nebo druhé
3053	attribution	PDTSC	spoken	pdtsc_024_3.04.t	ak_020.04-SCzechT-m-d1t748-33	yes	Slíbila	slíbit	no	conc	[začátek souboru] Poslala mně fotky ze starého a z nového Jáchymova.	Slíbila jsem, že tam někdy přijedeme.	Zatím se ale nikdo nenabídl, že by tam se mnou jel.	ale	2	slíbila	slíbila	přijedeme	slíbila	slíbila	1	0	0	0	0	0	Slíbila	0	opět podobné jako 1121, 3160? Hlavní věta, vedlejší věta. Volím dle logické návaznosti: Slíbila jsem (něco), ALE (zatím se z různých důvodů nepodařilo to splnit)	slíbila	0	Slíbila to, ale zatím se to nedaří vyplnit; slíbila je výše ve větě, valence slovesa však k sobě těsně váže obsah vedlejší věty obsahové, tudíž lze interpretovat i jako „přijedeme“	přijedeme	0	Věta se spojovníkem ale je dalším specifikátorem zamýšlené cesty.	slíbila	0	"ale" vyjadřuje, že se první klauzi nedaří naplnit	slíbila	0	to je podle mě ten případ, že se to vztahuje k obojímu dohromady - obsah slibu je součástí slibování
10106	filler	PDT	written	ln95047_084.t	t-ln95047-084-p6s5w7	N/A	dostanou	dostat_se	no	conj	O společně sdílených pozitivních idejích se z těchto důvodů nedalo hovořit, proto mělo Občanské hnutí takové problémy se sebeidentifikací před voliči v posledních parlamentních volbách. Zato negativní společně sdílená idea by se našla. Despekt až nenávist k Václavu Klausovi - k ODS, jež "rozbila a ukradla původní hodnoty OF".	A protože Klaus si velmi šikovně umí přisvojit některé obecné hodnoty parlamentní demokracie a tržního hospodářství, dostanou se časem jeho apriorní oponenti do opozice i vůči těmto hodnotám.	Přitom to vůbec není nutné, neboť trh, idea deetatizace nebo důvěra ve standardní politické mechanismy přece nejsou Klausovým majetkem.	přitom	1	dostanou	dostanou	dostanou	dostanou	dostanou	2	0	1	0	0	0	dostanou	1	návaznost: Oponenti se dostanou do opozice vůči nějakým hodnotám, přitom to vůbec není nutné. 	dostanou	1	vyjadřuje rozpor k větě s „dostanou“; není nutné, aby se dostali do opozice kvůli jeho předsudkům a začali tak (příčinná věta v levé větě) utvářet opoziční (na něm závislé) názory, i když mohou utvářet vlastní názory nezávisle na osobě Klause	dostanou	0	Dostanou se do opozice vůči hodnotám, i když by vůbec nemuseli.	dostanou	0	pravá věta odůvodňuje zbytečnost pozice oponentů vyjádřenou v druhé klauzi	dostanou	0	není nutné, aby byli v opozici vůči hodnotám, a přesto jsou
3046	attribution	PDTSC	spoken	pdtsc_017_2.04.t	hg-26171_04.04-SCzechT-m-d1t939-8	no	točila	vědět	no	preced	Musela jsem dělat, že o tom vím. Ale byly velké dluhy, bylo z toho zle. Pak se ještě roznášely letáky, to jsem zapomněla.	Měli jsme jakousi ruční rozmnožovačku, vím, že jsem to točila.	Potom jsem jela na Moravu do Brna a do nějakých vesnic, na to jsem úplně zapomněla, to mě teď po tolika letech napadá.	potom	2	točila	točila	točila	?	točila	2	0	2	2	2	2	točila	0	sled událostí/akcí: Točila jsem to, potom jsem jela na Moravu do Brna do nějakých vesnic	točila	2	Navazuje na předchozí činnost, něco dělala a pak jela pryč (chybí mi však kontext, zda pokračovala v tom točení, je to přímá řeč – nejraději bych preferoval prosté větné navázání bez zvláštního vztahu); šlo by asi i „měli“, (jako časový bod tenkrát to bylo tak) a pak odjela někam jinam	točila	2	Pokud vyrazila protagonistka roznášet letáky na Moravu potom, co točila rozmnožování letáků, platila by tahle volba. Po čem přesně vyrazila na Moravu, však není přesně specifikované ani ve větě, ani v levém kontextu.	?	2	buď nenavazuje na vyřčené, ale na něco dříve v textu nebo nevyřčenou skutečnost, nebo navazuje spíš na poslední větu kontextu, začínající "pak"	točila	2	ale v zásadě to může patřit k čemukoliv, klidně ještě někam víc doleva než do L kontextu
10269	filler	PDT	written	ln95048_070.t	t-ln95048-070-p5s6w6	N/A	dotáhnou	dotáhnout	no	reason	Vědí, že by to většina lidí stejně nepochopila už proto, že nezná souvislosti. Vědí, že by byli považováni za arogantní, což by mohla být pravda. Pokud dámy postupují podobně, začnou brzy vyhlížet jako pánové.	Jsou-li důsledné, dotáhnou to i na vhodný druh vousu.	Působivější jsou tudíž větší oči a poněkud širší lícní kosti.	tudíž	3	?	!	jsou	?	?	1	2	2	2	2	2	?	2	celkově nerozumím tomu, jak spolu věty souvisí a co je vlastně sdělení	!	2	Odkazuje nejspíše někam daleko do levého kontextu, kde se píše o vzhledu žen a uvádí se jakýsi rozpor zanedbaných žen s vousy a ženami, které se upravují (či nemají s vousy problém); připouštím, že to možná může i rozvíjet úpravu vzhledu žen při tom, když mají vousy, ale asi mi chybí více kontextu	jsou	2	Když jsou dámy důsledné, jejich úpravy jsou výrazně vidět? Spojovací výraz tudíž nejvíc funguje jako spojovník ve významu díky něčemu, díky čemu ale i v levé větě zůstává skryté. Představuji si, že se jedná o nějaké drag qeen nebo trans performery, potřebovala bych ale větší kontext.	?	2	nevidím návaznost na levou větu, myslím, že navazuje spíš na poslední větu kontextu; v tom případě by pravá věta uváděla způsob, jak se vyhnout důsledkům prezentovaným v levé větě	?	2	vůbec nechápu souvislost a moc ani téma
10122	filler	PDT	written	ln94202_60.t	t-ln94202-60-p3s2w20	N/A	bránit	bránit_se	no	cond	Ne náhodou už v pátek začaly v rekreačním středisku u Berouna, kde probíhala výkonná rada ODS, vyzvánět telefony. Šokující zprávu ihned začali ověřovat nejen vyjevení redaktoři ekonomických rubrik, ale rovněž sekretariáty některých ministerstev. Je nepochybné, že pro ekonomiku každé země je lepší nežít na dluh a mít rozpočet vyrovnaný s nízkou mírou inflace než naopak.	Česká opozice se nijak netají tím, že pokud se dostane k moci, nebude se deficitnímu rozpočtu nijak bránit.	Kvůli předpokládané velkorysé dotační politice bychom pak zákonitě aspoň na čas museli žít v neveselých deficitních časech.	pak	1	bránit	bránit	bránit	bránit	bránit	2	0	0	1	0	0	bránit	0	Opozice se nebude bránit deficitnímu rozpočtu - kvůli tomu pak budeme muset žít v neveselých časech	bránit	0	Pokud nebude bránit, tak to budeme mít za příčinu uvedenou v klauzi s „pak“; lze interpretovat také až se „dostane k moci“, či dokonce bych předpokládal, že odkazuje na začátek prvních slov pravé věty jakožto důsledek (kvůli velkorysé dotační politice –> pak –> deficitní časy)	bránit	1	Kvůli tomu, že by se opozice nebránila životu na dluh, bychom za nějakou dobu viděli následky. 	bránit	0	první klauze je uvozovací věta, druhá klauze podmínka pro třetí klauzi; pouze třetí klauze popisuje jednoznačnou událost, na kterou může navazovat "pak"	bránit	0	museli bychom v takových časech žít, pokud se vláda nebude deficitu bránit (že se dostane k moci, je jen podmínka)
30110	filler	PDTSC	spoken	pdtsc_052_1.08.t	lk_021.08-SCzechT-m-d1t2957-4	N/A	dozvěděli	dozvědět_se	no	reason	Velmi stará. Tady je vidět už po renovaci. Kdo vám tehdy pomáhal s renovací?	V Břízsku jsme se dozvěděli, na koho se asi tak můžeme obrátit.	Začátek byl tedy takový, že jsme se v sousední vesnici domluvili s jedním zedníkem.	tedy	2	dozvěděli	dozvěděli	dozvěděli	obrátit	dozvěděli	2	1	1	1	1	0	dozvěděli	1	Váhám, myslím, že je to opět podobné jako 1121, 3160, 3053? Evidentně se to hodně děje ve větách s přísudky jako "dozvědět se", "prohlásit", "slíbit"… zkrátka tam, kde levá věta informuje o nějakém sdělení či něčem takovém. Významově mi tu víc sedí obrátit, zároveň ale pokud prohlašuji, že situace je analogická k 1121 apod., asi bych měla volit klauzi hlavní.  	dozvěděli	1	Preferuji výše položenou větu – navíc je věta s „tedy“ docela nezávislá na obsahu (to vyjadřuje až VV), takže potom, co se to „dozvěděli“, byl „tedy“ začátek takový	dozvěděli	1	Díky tomu, že jsme se dozvěděli, na koho se obrátit, mohli jsme začít podnikat kroky.	obrátit	1	pravá věta konkretizuje druhou klauzi, říká, na koho přesně se obrátili	dozvěděli	0	tohle se dozvěděli a na to konto se domluvili se zedníkem
30132	filler	PDTSC	spoken	pdtsc_060_2.14.t	ml_129.14-SCzechT-m-d1t3265-2	N/A	nebylo	být	no	conc	[začátek souboru] Než se sešla celá posádka, tak jsme si to tam připravovali sami.	Při vlastním letu už to tak hezké nebylo, protože začalo pršet.	Ale stejně je lítání krásné.	ale stejně	1	nebylo	nebylo	nebylo	nebylo	nebylo	3	0	1	0	0	2	nebylo	0	Logická návaznost, "ale" staví dvě skutečnosti do rozporu - Při letu už to tak hezké nebylo, ale stejně je lítání krásné. 	nebylo	1	vyjadřuje kontrast k hezké „nebylo“	nebylo	0	Létání je stejně krásné, i když v tom jednom případě nebylo.	nebylo	0	první klauze mluví o létání, stejně tak pravá věta; nemůže navazovat na druhou klauzi, která je příliš obecná	nebylo	2	nebylo to tak hezké, ale stále je létání krásné
30187	filler	PDTSC	spoken	pdtsc_075_2.10.t	ml_009.10-SCzechT-m-d1e2925-x2-513	N/A	jdeme	jít	no	reason	To už je poslední? Takže to ani nebolelo. Co je tohle zač?	Jak chodíme na pivo, tak když jdeme_1 v zimě, tak jdeme_2 takhle.	Tak jsme se nechali vyfotografovat před tou hospodou.	tak	2	jdeme_2	jdeme_2	jdeme_2	jdeme_2	chodíme	2	0	1	1	1	1	jdeme_2	0	volím druhé jdeme - myslím si, že konektor "tak" odkazuje na "jdeme TAKHLE" (ale zároveň druhou větu možná čtu špatně, napadají mě dvě možná čtení: 1) Tak (tj. takhle) jsme se nechali vyfotografovat a 2) Tak (tj. tedy) jsme se nechali vyfotografovat. V případě 1 odkazuje konektor podle mě na druhé jdeme, v případě dvě je možné, že výraz odkazuje na slovo chodíme	jdeme_2	1	Jdeme v poslední klauzi (3.), protože „tak“ odkazuje k způsobu, jak šli – a tak se nechali i vyfotografovat	jdeme_2	1	Jdeme takhle a jako ukázku toho, jak jdeme, jsme se nechali vyfotografovat před hospodou.	jdeme_2	1	druhé "jdeme"; "tak" v pravé větě může být synonymem pro "takhle" na konci třetí klauze; je ale možné, že je to obecné uvozovací "tak" a nenavazuje na žádnou klauzi	chodíme	1	nechali jsme se vyfotit, když jsme šli na pivo; to úvodní "jak" má podle mě v tom spontánním hovoru dvě doplnění "tak" - jedna je v L druhé klauzi a druhá v P
10068	filler	PDT	written	ln94206_14.t	t-ln94206-14-p3s4w3	N/A	porušuje	porušovat	no	opp	Praxe však ukazuje, že řada podnikatelů této povinnosti nevěnuje pozornost a podceňuje ji, což vede k častému poškození zaměstnanců. Podnikatel musí uzavřít pracovní smlouvu písemně a jedno její vyhotovení předat zaměstnanci. Pokud jde o pracovní poměr kratší než jeden měsíc, uzavře písemnou smlouvu jen tehdy, požádá-li o to zaměstnanec nebo pokud byla zaměstnancova způsobilost k právním úkonům omezena či zrušena soudem.	Pokud podnikatel nedodrží písemnou formu pracovní smlouvy, porušuje své povinnosti stanovené Zákoníkem práce.	Platnosti ovšem nabývá i pracovní smlouva uzavřená ústně.	ovšem	3	nedodrží	nedodrží	?	nedodrží	!	3	1	1	2	0	1	nedodrží	1	Zdá se mi, že pravá věta více souvisí s kontextem než s levou větou. Volím klauzi "nedodrží", protože v ní se dočteme o písemné formě smlouvy, konektor "ovšem" k ní pak do protikladu dává smlouvu uzavřenou ústně. 	nedodrží	1	Ovšem se vztahuje ke klauzi s informací, že jde o písemnou formu. Platnosti nabývá i ústní forma	?	2	Pravá věta se k levé explicitně nevztahuje a nijak z ní nevyplývá. Zní mi to spíše jako nějaký další článek, za nímž bude muset být specifikováno, v jakém případě může být smlouva uzavřena ústně, za jakých podmínek ad. Nemá to přímou spojitost s porušením smlouvy písemné.	nedodrží	0	pravá věta zmiňuje přímý protiklad (ústní smlouva) první klauzi (písemná smlouva)	!	1	Podle mě to patří k větě "Podnikatel musí uzavřít pracovní smlouvu písemně a jedno její vyhotovení předat zaměstnanci." To za ní je jenom nějaká konkretizace nebo dodatek.
